Genres,Tags,Country,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,drama_name,imdb_rating,imdb_user_count,imdb_description
['family'],[''],South Korea,155,"Aug 31, 1998","Apr  2, 1999","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30,5.0,1,99999,99999,Not Yet Rated,18,"['Kang Sung Yun', 'Lee Mi Kyung', 'Hwang Bum Shik', 'Seo Woo Rim', 'Park Jung Soo', 'Choi Ji Na']",[],My Love By My Side,7.2,8,
"['comedy', 'romance', 'drama', 'supernatural']","['interspecies romance', 'sassy female lead', 'superhuman strength', 'time manipulation', 'star crossed lovers', 'steamy kiss', 'smart male lead', 'airhead female lead', 'opposites attract', 'rich male lead ']",South Korea,21,"Dec 18, 2013","Feb 27, 2014","['wednesday', 'thursday']",['SBS'],58,8.5,76740,451,13,15+ - Teens 15 or older,"143,401","['Kim Soo Hyun', 'Jun Ji Hyun', 'Park Hae Jin', 'Yoo In Na', 'Shin Sung Rok', 'Kim Chang Wan']","['Viki', 'Kocowa', 'iQIYI']",My Love from the Star,N/A,N/A,N/A
"['romance', 'drama']","['cardiovascular disease', 'amusement park setting', 'sabotage', 'sassy female lead', 'miniseries', 'love triangle', 'friendship ']",South Korea,10,"Aug 26, 2002","Sep 24, 2002","['monday', 'tuesday']",['MBC'],65,6.9,1191,8631,4463,13+ - Teens 13 or older,"2,293","['Jang Na Ra', 'Kim Rae Won', 'Kim Jae Won', 'Hong Eun Hee', 'Kim Gyung Shik', 'Kang Rae Yeon']",[],My Love Patzzi,N/A,N/A,N/A
['romance'],['family '],South Korea,20,"Oct 27, 2006","Jan  5, 2007",['friday'],['SBS'],N/A,7.7,12,46279,99999,Not Yet Rated,119,"['Shin Ae Ra', 'Lee Chang Hoon', 'Lee Yoon Mi', 'Jeon Mi Seon', 'Nam Ji Hyun', 'Kang Soo Han']",[],My Love Toram,N/A,N/A,N/A
"['music', 'romance', 'drama']","['older man/younger woman', 'composer male lead', 'record producer female lead', 'record producer male lead', 'age gap [drama life]', 'age gap [real life]', 'chasing a dream', 'music industry', 'entertainment industry', 'forbidden love ']",South Korea,16,"Sep 17, 2014","Nov  6, 2014","['wednesday', 'thursday']",['SBS'],60,6.8,9644,8802,609,15+ - Teens 15 or older,"21,381","['Rain', 'Krystal Jung', 'Kim Myung Soo', 'Cha Ye Ryun', 'Lee Ho Won', 'Kim Gi Bang']","['SBS World', 'Viki', 'Kocowa', 'Apple TV']",My Lovely Girl,6.3,364,
"['mystery', 'comedy', 'romance', 'supernatural']","['human lie detector', 'psychic female lead', ""neighbors' relationship"", 'musician male lead', 'hidden identity', 'talented male lead', 'considerate male lead', 'driver supporting character', 'ex-convict supporting character', 'shop owner supporting character ']",South Korea,16,"Jul 31, 2023","Sep 19, 2023","['monday', 'tuesday']",['tvN'],65,8.3,10721,1055,313,15+ - Teens 15 or older,"34,449","['Kim So Hyun', 'Hwang Min Hyun', 'Seo Ji Hoon', 'Lee Si Woo', 'Yun Ji On', 'Nam Hyun Woo']","['TVING', 'Viki']",My Lovely Liar,7.6,984,
['drama'],[''],South Korea,179,"Jun  7, 2004","Feb 11, 2005","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],35,7.4,14,50429,99999,15+ - Teens 15 or older,169,"['Namkoong Min', 'Kim Bin Woo', 'Shim Ji Ho', 'Hong Soo Hyun', 'Yang Joo Ho', 'Yoo Hye Ri']",[],My Lovely Sam Soon,N/A,N/A,N/A
"['romance', 'drama', 'family']","['cohabitation', 'multiple couples', 'riches to rags ']",South Korea,51,"Oct  6, 2012","Apr  7, 2013","['saturday', 'sunday']",['SBS'],65,7.1,270,8093,7738,Not Yet Rated,949,"['Yeom Jung Ah', 'Park Yong Woo', 'Kim Sung Soo', 'Yoon Se Ah', 'Kim Young Ae', 'Jung Hye Sun']",['Viki'],"My Lover, Madame Butterfly",N/A,N/A,N/A
"['psychological', 'life', 'drama']","['nice male lead', 'depression', 'healing', 'poor female lead', 'strong female lead', 'infidelity', 'lying', 'power struggle', 'deception', 'grandma-granddaughter relationship ']",South Korea,16,"Mar 21, 2018","May 17, 2018","['wednesday', 'thursday']",['tvN'],77,9.0,25511,36,103,15+ - Teens 15 or older,"67,690","['Lee Sun Kyun', 'IU', 'Park Ho San', 'Song Sae Byuk', 'Lee Ji Ah', 'Kim Young Min']","['WeTV', 'Netflix', 'Apple TV', 'iQIYI', 'Viki']",My Mister,9.1,"8,274",
"['comedy', 'drama', 'melodrama']","['death of a son', 'death of a husband', 'widow female lead', 'doctor supporting character', 'mother-in-law - daughter-in-law relationship', 'mean mother-in-law', 'remarriage', 'family ']",South Korea,136,"Jun 22, 2015","Dec 31, 2015","['monday', 'wednesday', 'thursday', 'friday', 'tuesday']",['SBS'],40,7.7,37,45184,15000,15+ - Teens 15 or older,265,"['Shim Yi Young', 'Kim Hye Ri', 'Andy', 'Jo Eun Bit', 'Yoo Joo Won', 'Kwon Jae Hee']",[],My Mother Is a Daughter-in-law,N/A,N/A,N/A
"['action', 'thriller', 'mystery', 'crime']","['badass female lead', 'blood', 'revenge', 'lying', 'murder', 'double identity', 'hidden identity', 'gang', 'gun violence', 'strong female lead ']",South Korea,8," Oct 15, 2021",N/A,['friday'],['Netflix'],50,8.7,47728,238,76,18+ Restricted (violence & profanity),"78,710","['Han So Hee', 'Park Hee Soon ', 'Ahn Bo Hyun', 'Lee Hak Joo', 'Kim  Sang Ho', 'Chang Ryul']",['Netflix'],My Name,N/A,N/A,N/A
"['historical', 'comedy', 'romance', 'drama']","['time travel', 'goguryeo dynasty', 'fate', 'sassy female lead', 'love/hate relationship', 'soulmates', 'steamy kiss', 'first love', 'princess supporting character', 'historical fiction ']",South Korea,20," Jun  9, 2017",N/A,N/A,['Netflix'],30,7.8,10571,3648,611,15+ - Teens 15 or older,"21,344","['Gong Seung Yeon', 'Lee  Jong Hyun', 'Jin Ye Ju', 'Ahn Bo Hyun', 'Lee Jae Jin', 'Lee Chul Min']",['Netflix'],My Only Love Song,7.1,789,
"['comedy', 'romance', 'drama']","['female chases male first', 'poor female lead', 'workplace setting', 'ex-spouse relationship', 'neurological disorder', 'adopted female lead', 'workplace romance', 'secondary couple', 'grandma-grandson relationship', 'forced break-up ']",South Korea,106,"Sep 15, 2018","Mar 17, 2019","['saturday', 'sunday']",['KBS2'],35,7.6,1197,4800,2989,15+ - Teens 15 or older,"4,043","['Choi Soo Jong', 'Uee', 'Lee Jang Woo', 'Yoon Jin Yi', 'Jung Eun Woo', 'Na Hye Mi']","['Kocowa', 'Netflix', 'KBS World', 'Viki']",My Only One,7.1,131,
"['mystery', 'romance', 'drama', 'sci-fi']","['time travel', '1980s', 'murder', 'investigation', 'calm male lead', 'smart male lead', 'death', 'news presenter male lead', 'editor female lead', 'journalist male lead ']",South Korea,16,"May  1, 2023","Jun 20, 2023","['monday', 'tuesday']","['KBS2', 'ViuTV']",70,8.6,5504,331,905,15+ - Teens 15 or older,"15,455","['Kim Dong Wook', 'Jin Ki Joo', 'Seo Ji Hye', 'Lee Won Jung', 'Lee Ji Hyun', 'Lee Kyu Hoe']","['Viki', 'Wavve', 'Kocowa']",My Perfect Stranger,8.1,571,
"['comedy', 'romance', 'drama', 'supernatural']","['second chance', 'body swap', 'sismance', 'reincarnation', 'bromance', 'rags to riches', 'family secret', 'transmigration', 'death', 'identity swap ']",South Korea,16,"Feb 24, 2016","Apr 14, 2016","['wednesday', 'thursday']",['SBS'],60,7.9,10703,2481,432,15+ - Teens 15 or older,"27,189","['Rain', 'Oh Yeon Seo', 'Kim In Kwon', 'Kim Soo Ro', 'Lee Min Jung', 'Lee Ha Nee']","['Viki', 'Kocowa', 'SBS World']",My Precious You,N/A,N/A,N/A
"['comedy', 'romance', 'fantasy']","['nine-tailed fox', 'cohabitation', 'smart male lead', 'supernatural', 'independent female lead', 'interspecies romance', 'adapted from a webtoon', 'friendship', 'multiple mains', 'calm male lead ']",South Korea,16,"May 26, 2021","Jul 15, 2021","['wednesday', 'thursday']","['iQiyi', 'tvN']",70,8.3,37091,831,90,15+ - Teens 15 or older,"74,159","['Jang Ki Yong', 'Lee Hye Ri', 'Kang Han Na', 'Kim Do Wan', 'Bae In Hyuk', 'Park Kyung Hye']","['Viki', 'Netflix', 'Prime Video', 'Apple TV', 'TVING', 'iQIYI']",My Roommate Is a Gumiho,7.7,"3,969",
"['romance', 'melodrama']","['infidelity', 'older woman/younger man ']",South Korea,24,"Aug 24, 2005","Nov 10, 2005","['wednesday', 'thursday']",['KBS2'],65,7.8,120,44190,12320,Not Yet Rated,395,"['Choi Jin Shil', 'Lee Tae Ran', 'Son Hyun Joo', 'Jang Dong Jik', 'Choi Ji Na', 'Kim Hae Sook']",[],My Rosy Life,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'supernatural']","['body swap', 'modeling', 'famous lead/common lead', 'mean male lead', 'opposites attract', 'female chases male first', 'bromance', 'student female lead', 'school setting', 'model female lead ']",South Korea,6," Dec 31, 2016",N/A,N/A,['MBC Dramanet'],22,7.2,4989,7766,1551,15+ - Teens 15 or older,"8,876","['Park Ji Yeon', 'Kim Dong Ho', 'Kisum', 'Ahn Bo Hyun', 'Yang Hak Jin', 'Kang Chul Woong']",['Netflix'],My Runway,6.3,334,
"['historical', 'comedy', 'romance']","['joseon dynasty', 'sassy female lead', 'love/hate relationship', 'nice male lead', 'princess female lead', 'historical fiction', 'royalty', 'smart male lead', 'pre-produced', 'first love ']",South Korea,32,"May 29, 2017","Jul 18, 2017","['monday', 'tuesday']",['SBS'],30,7.7,8132,4149,602,G - All Ages,"21,575","['Joo Won', 'Oh Yeon Seo', 'Lee Jung Shin', 'Kim Yoon Hye', 'Son Chang Min', 'Yoon Se Ah']","['Viki', 'Netflix', 'Kocowa', 'SBS World']",My Sassy Girl,N/A,N/A,N/A
"['mystery', 'comedy', 'romance', 'drama']","['male chases female first', 'clingy male lead', 'hotel setting', 'hotel management', 'secret', 'orphan female lead', 'smart female lead', 'female rivalry', 'second chance romance', 'sassy female lead ']",South Korea,16,"Aug 18, 2014","Oct 14, 2014","['monday', 'tuesday']",['tvN'],63,7.3,5797,7068,947,15+ - Teens 15 or older,"14,838","['Jin Yi Han', 'Yoo In Na', 'Namkoong Min', 'Lee Young Eun', 'Ha Yun Joo', 'Uhm Soo Jung']",['Viki'],My Secret Hotel,6.5,221,
"['comedy', 'romance', 'life', 'drama']","['one-night stand', 'steamy kiss', 'rich man/poor woman', 'boss-employee relationship', 'fast paced romance', 'rich male lead', 'cooking', 'love triangle', 'mother-daughter relationship', 'mean male lead ']",South Korea,13,"Apr 17, 2017","May 30, 2017","['monday', 'tuesday']",['OCN'],60,7.6,45188,4750,64,15+ - Teens 15 or older,"82,680","['Sung Hoon', 'Song Ji Eun', 'Kim Jae Young', 'Jung Da Sol', 'Lee Hae In', 'Baek Seung Heon']","['Viki', 'Netflix', 'K-DRAMA', 'Apple TV']",My Secret Romance,7.1,"4,285",
"['action', 'mystery', 'comedy', 'romance']","['corruption', 'hidden identity', 'tragic past', 'character development', 'teamwork', 'spy male lead', 'undercover agent male lead', 'strong female lead', 'single mother female lead', 'nice male lead ']",South Korea,32,"Sep 27, 2018","Nov 15, 2018","['wednesday', 'thursday']",['MBC'],35,8.3,13779,1088,366,15+ - Teens 15 or older,"31,195","['So Ji Sub', 'Jung In Sun', 'Son Ho Jun', 'Im Se Mi', 'Kim Geon U', 'Ok Ye Rin']",['Kocowa'],My Secret Terrius,7.6,"1,445",
"['romance', 'melodrama']","['older man/younger woman', 'rich male lead', 'love triangle', 'rich female lead', 'fate', 'nice female lead', 'organ transplantation', 'illness', 'nice male lead', 'instant attraction ']",South Korea,16,"Sep 10, 2014","Oct 30, 2014","['wednesday', 'thursday']",['MBC'],60,7.6,1377,4617,2891,15+ - Teens 15 or older,"4,210","['Kam Woo Sung', 'Choi Soo Young', 'Lee Joon Hyuk', 'Jang Shin Young', 'Shim Hye Jin', 'Kwon Hae Hyo']","['Kocowa', 'Viki']",My Spring Days,7.3,71,
"['mystery', 'comedy', 'romance', 'youth']","['student-teacher relationship', 'corruption', 'second chance romance', 'nice male lead', 'evil parental figure', 'wrongfully accused', 'revenge', 'high school', 'school problems', 'strong female lead ']",South Korea,32,"Dec 10, 2018","Feb  4, 2019","['monday', 'tuesday']",['SBS'],35,8.1,16968,1858,200,15+ - Teens 15 or older,"45,410","['Yoo Seung Ho', 'Jo Bo Ah', 'Kwak Dong Yeon', 'Chun Ho Jin', 'Lee Kang Min', 'Kim Yeo Jin']","['Viki', 'Kocowa', 'Apple TV']",My Strange Hero,7.3,"1,131",
"['comedy', 'romance', 'family']","[""brothers' relationship"", 'jerk male lead', 'nerdy male lead', 'big family', 'multiple mains', 'older woman/younger man', 'multiple couples', 'female chases male first ']",South Korea,54,"Apr 11, 2009","Oct 11, 2009","['saturday', 'sunday']",['KBS2'],65,7.5,307,5548,6140,Not Yet Rated,"1,385","['Son Hyun Joo', 'Lee Pil Mo', 'Han Sang Jin', 'Ji Chang Wook', 'Yoo Ha Na', 'Park Sun Young']",[],My Too Perfect Sons,N/A,N/A,N/A
"['life', 'drama']","['family crisis', 'amnesia', 'misunderstanding', 'multiple mains', 'mother-son relationship', 'father-daughter relationship', 'mother-daughter relationship', 'father-son relationship', 'friends to lovers', 'publishing house setting ']",South Korea,16,"Jun  1, 2020","Jul 21, 2020","['monday', 'tuesday']",['tvN'],75,8.4,3324,709,1486,15+ - Teens 15 or older,"9,306","['Han Ye Ri', 'Kim Ji Suk', 'Choo Ja Hyun', 'Jung Jin Young', 'Won Mi Kyung', 'Shin Jae Ha']","['Viki', 'Netflix', 'Apple TV', 'iQIYI']",My Unfamiliar Family,7.5,223,
"['romance', 'drama']","['clumsy male lead', 'amusement park setting', 'airhead male lead', 'hardworking female lead', 'naive male lead', 'eccentric male lead', 'weak male lead', 'nice male lead', 'first love ']",South Korea,16,"Apr 10, 2015","May 30, 2015","['friday', 'saturday']",['MBC Dramanet'],50,7.0,3322,8291,1504,13+ - Teens 13 or older,"9,190","['Noh Min Woo', 'Yang  Jin Sung', 'Jung Yoon Hak', 'Han Hye Rin', 'Kim Eun Jung', 'Yoon Joo Sang']","['AsianCrush', 'Prime Video', 'Tubi']",My Unfortunate Boyfriend,6,79,
"['mystery', 'melodrama']","['positive female lead', 'rich female lead', 'soap opera', 'betrayal', 'revenge', 'double identity', 'investigation', 'family', 'friendship ']",South Korea,103,"Feb 26, 2018","Jul 20, 2018","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],40,7.2,244,7531,7646,15+ - Teens 15 or older,967,"['Choi Myung Gil', 'Park Ha Na', 'Wang Bit Na', 'Lee Eun Hyung', 'Han Sang Jin', 'Lee Ho Jae']",['KBS World'],Mysterious Personal Shopper,7.6,20,
"['mystery', 'comedy', 'drama', 'fantasy']","['afterlife', 'tragic past', 'grudge', 'hot-tempered female lead', 'spirit', 'adapted from a webtoon', 'flashback to past', 'food', 'innocent male lead', 'drinking ']",South Korea,12,"May 20, 2020","Jun 25, 2020","['wednesday', 'thursday']","['jTBC', 'Netflix']",68,8.5,23690,470,173,15+ - Teens 15 or older,"49,656","['Hwang Jung Eum', 'Yook Sung Jae', 'Choi Won Young', 'Jung Da Eun', 'Lee Joon Hyuk', 'Na In Woo']",['Netflix'],Mystic Pop-up Bar,8,"2,620",
"['music', 'comedy', 'romance', 'youth']","['adapted from a manga', 'cold male lead', 'eccentric female lead', 'naive female lead', 'clingy female lead', 'female chases male first', 'student female lead', 'student male lead', 'school setting', 'orchestra conductor male lead ']",South Korea,16,"Oct 13, 2014","Dec  2, 2014","['monday', 'tuesday']",['KBS2'],60,7.5,6119,5771,1015,15+ - Teens 15 or older,"13,838","['Joo Won', 'Shim Eun Kyung', 'Park Bo Gum', 'Bae Min Jung', 'Go Kyung Pyo', 'Min Do Hee']",['Tubi'],Naeil's Cantabile,N/A,N/A,N/A
"['action', 'thriller', 'mystery', 'drama']","['nice male lead', 'miniseries', 'trauma', 'rich woman/poor man', 'childish male lead', 'hardworking male lead', 'orphan female lead', 'rich female lead', 'orphan male lead', 'bromance ']",South Korea,4,"Jan 12, 2017","Jan 19, 2017","['wednesday', 'thursday']",['KBS2'],60,7.8,2821,3050,2050,15+ - Teens 15 or older,"6,399","['Lee Joon Hyuk', 'Jung In Sun', 'Lee Won Jong', 'Jo Hee Bong', 'Seo Jung Yeon', 'Park Hoon']","['Viki', 'Kocowa']",Naked Fireman,N/A,N/A,N/A
"['action', 'thriller', 'crime']","['drug lord', 'miniseries', 'priest male lead', 'drug dealer male lead', 'gun violence', 'national intelligence service', 'multiple mains', 'drugs', 'death', 'gore ']",South Korea,6," Sep  9, 2022",N/A,['friday'],['Netflix'],62,8.1,3351,1876,1697,18+ Restricted (violence & profanity),"8,002","['Ha Jung Woo', 'Hwang Jung Min', 'Park Hae Soo', 'Jo  Woo Jin', 'Yoo Yeon Seok', 'Choo Ja Hyun']",['Netflix'],Narco-Saints,N/A,N/A,N/A
"['life', 'drama']","['ballet', 'life lesson', 'unusual friendship', 'adapted from a webtoon', 'second chance', 'father-son relationship', 'character development', 'grandpa-granddaughter relationship', 'bromance', 'kind male lead ']",South Korea,12,"Mar 22, 2021","Apr 27, 2021","['monday', 'tuesday']","['Netflix', 'tvN']",65,8.9,16223,70,243,15+ - Teens 15 or older,"40,643","['Park In Hwan', 'Song Kang', 'Na Moon Hee', 'Hong Seung Hee', 'Kim Tae Hoon', 'Yoon  Ji Hye']","['TVING', 'Netflix']",Navillera,8.7,"2,806",
"['comedy', 'romance', 'drama', 'family']","['bright female lead', 'multiple couples', 'rich male lead', 'multiple mains', 'married life', 'camping trip', 'past failure', 'rich family', 'love/hate relationship', 'power struggle ']",South Korea,72,"Nov  2, 2019","Mar  7, 2020",['saturday'],['MBC'],26,8.1,2564,1717,1418,15+ - Teens 15 or older,"9,787","['Kwak Dong Yeon', 'Park Se Wan', 'Ye Ji Won', 'Youn Yuh Jung', 'Oh Ji Ho', 'Song Won Seok']","['Kocowa', 'Viki']",Never Twice,8,94,
"['romance', 'life', 'youth', 'drama']","['steamy kiss', 'love triangle', 'playboy male lead', 'multiple couples', 'adapted from a webtoon', 'inner monologue', 'friends with benefits', 'sexual content', 'fast paced romance', 'playful male lead ']",South Korea,10,"Jun 19, 2021","Aug 21, 2021",['saturday'],"['jTBC', 'Netflix']",70,7.4,40869,6088,87,15+ - Teens 15 or older,"75,308","['Han So Hee', 'Song Kang', 'Chae Jong Hyeop', 'Lee Yeol Eum', 'Yang Hye Ji', 'Kim Min Gwi']",['Netflix'],Nevertheless,7.1,"7,815",
"['romance', 'medical']","['hospital setting', 'surgeon female lead', 'surgeon male lead', 'doctor female lead', 'doctor male lead', 'heart surgery', 'older woman/younger man', 'nice male lead ']",South Korea,23,"Dec 12, 2007","Feb 28, 2008","['wednesday', 'thursday']",['MBC'],68,7.7,710,3878,4872,15+ - Teens 15 or older,"1,988","['Kim Min Jung', 'Ji Sung', 'Jo Jae Hyun', 'Jung Ho Geun', 'Shin Da Eun', 'Son Yeo Eun']","['Kocowa', 'Viki']",New Heart,7.9,81,
"['historical', 'drama']","['gisaeng female lead', 'femme fatale', 'historical fiction', 'miniseries', 'sexual content', 'gang rape', 'joseon dynasty', 'sexual assault ']",South Korea,10,"Nov 20, 2007","Jan 22, 2008",['tuesday'],['OCN'],60,6.8,6,59227,99999,18+ Restricted (violence & profanity),111,"['Lee Il Hwa', 'Seo Young', 'Kim Se In', 'Lee Kye In', 'Kwon Hae Sung', 'Choi Phillip']",[],New Tales of Gisaeng,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'melodrama']","['identity swap', 'double identity', 'identical twin female lead', 'flight attendant female lead', 'pilot male lead', 'innocent female lead', ""sisters' relationship"", 'brother-sister relationship', 'flashback to past', 'attempted assault ']",South Korea,40,"Mar  3, 2018","May  5, 2018",['saturday'],['SBS'],35,7.9,2189,2748,2138,15+ - Teens 15 or older,"6,063","['Lee Da Hae', 'Ryu Soo Young', 'Ahn Woo Yeon', 'Bae Soo Bin', 'Yoon Se Ah', 'Shim Hyung Tak']","['Viki', 'Kocowa']",Nice Witch,N/A,N/A,N/A
"['business', 'drama', 'political']","['cold female lead', 'strong female lead', 'sismance', 'friendship ']",South Korea,20,"Nov 21, 2016","Jan 24, 2017","['monday', 'tuesday']",['MBC'],63,7.1,1162,8068,2763,Not Yet Rated,"4,472","['Lee Yo Won', 'Jin Goo', 'Uee', 'Jung Hae In', 'Jeon Gook Hwan', 'Jung Han Yong']",['Netflix'],Night Light,6.8,340,
"['mystery', 'romance', 'supernatural']","['time travel', '1990s', 'bromance', 'female chases male first', 'announcer male lead', 'reporter female lead', 'magical object', 'arrogant male lead', 'brain tumor', 'hidden past ']",South Korea,20,"Mar 11, 2013","May 14, 2013","['monday', 'tuesday']",['tvN'],52,8.3,5655,863,848,15+ - Teens 15 or older,"16,149","['Lee Jin Wook', 'Lee Seung Joon', 'Jo Yoon Hee', 'Oh Min Suk', 'Lee Yi Kyung', 'Jo Min Ah']","['Disney+ Hotstar', 'Tubi']",Nine,N/A,N/A,N/A
"['romance', 'drama', 'family']","['hardship', ""sisters' relationship"", 'remarriage', 'entertainment industry', 'orphan male lead', 'soap opera', 'prejudice', 'social issues', 'one-night stand', 'rich woman/poor man ']",South Korea,120,"Oct 12, 2020","Mar 26, 2021","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30,7.4,272,6645,7993,15+ - Teens 15 or older,895,"['Na Hye Mi', 'Choi Woong', 'Jung Min Ah', 'Jung Heon', 'Do Ji Won', 'Kim Yoo Suk']","['Viki', 'Kocowa']",No Matter What,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'melodrama']","['tv presenter male lead', ""co-workers' relationship"", 'senior-junior relationship', 'announcer male lead', 'writer female lead', 'friends to rivals', 'entertainment industry', 'rivalry', 'life lesson', 'strong female lead ']",South Korea,12,2023,?,N/A,['jTBC'],N/A,N/A,N/A,37381,7248,Not Yet Rated,"1,059","['Go Kyung Pyo', 'Kang Han Na', 'Joo Jong Hyuk', 'Lee Bom So Ri', 'Lee Ji Myeong']",[],No Secrets,N/A,N/A,N/A
"['comedy', 'romance', 'life', 'drama']","['family relationship', 'web series', 'adapted from a webtoon ']",South Korea,12,"Jan  8, 2022","Mar 26, 2022",['saturday'],['Daum Kakao TV'],20,7.8,73,44705,11099,15+ - Teens 15 or older,487,"['Park Ha Sun', 'Kwon Yool', 'Moon Hee Kyung', 'Kim Jong Goo', 'Jo Wan Ki', 'Baek Eun Hye']",['Viki'],"No, Thank You",N/A,N/A,N/A
"['comedy', 'romance']","['possessive male lead', 'male chases female first', 'rich man/poor woman', 'cold man/warm woman', 'rich male lead', 'overbearing ceo', 'contract relationship', 'web series', 'clingy male lead', 'aggressive male lead ']",South Korea,20,"Aug 23, 2015","Sep 16, 2015","['monday', 'tuesday', 'wednesday', 'thursday', 'sunday']",['Naver TV Cast'],15,7.5,18235,5274,324,13+ - Teens 13 or older,"33,963","['Sung Hoon', 'Kim Jae Kyung', 'Kim Dong Seok', 'Park Eun Seok', 'Lee Seung Yeon', 'Park Shin Woon']","['Apple TV', 'Viki']","Noble, My Love",N/A,N/A,N/A
"['thriller', 'mystery', 'drama', 'melodrama']","['strong female lead', 'smart female lead', 'murder', 'death', 'guilt', 'unusual friendship', 'calm female lead', 'trauma', 'friendship', 'self-harm ']",South Korea,16,"Mar  2, 2020","Apr 21, 2020","['monday', 'tuesday']",['SBS'],70,8.5,4528,421,747,15+ - Teens 15 or older,"18,287","['Kim Seo Hyung', 'Ryu Deok Hwan', 'Park Hoon', 'Ahn Ji Ho', 'Min Jin Woong', 'Kang Ye Won']","['SBS World', 'Kocowa', 'Viki']",Nobody Knows,7.9,397,
"['historical', 'romance', 'war', 'political']","['peasant revolution', 'revolution', 'strong male lead', 'leadership', 'corruption', 'character development', 'joseon dynasty', 'badass male lead', 'evil parental figure', 'smart male lead ']",South Korea,48,"Apr 26, 2019","Jul 13, 2019","['friday', 'saturday']",['SBS'],35,8.3,1704,969,1543,15+ - Teens 15 or older,"8,948","['Jo Jung Suk', 'Yoon Shi Yoon', 'Han Ye Ri', 'Choi Moo Sung', 'Park Hyuk Kwon', 'Min Sung Wook']","['Viki', 'Kocowa']",Nokdu Flower,7.7,173,
"['comedy', 'romance', 'drama', 'sitcom']","['student female lead', 'student male lead', 'school setting', 'young adult female lead', 'young adult male lead', 'university', 'family relationship', 'youth', 'friendship ']",South Korea,55,"May 15, 2000","Jul 28, 2000","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],20,7.3,18,52134,14813,Not Yet Rated,271,"['Lee Min Woo', 'Go Soo', 'Kim Hyo Jin', 'Yeon Jung Hoon', 'Lee Min Woo', 'Lee Jenny']",[],Nonstop,8.3,64,
"['mystery', 'comedy', 'romance', 'drama']","['mother-daughter relationship', 'cohabitation', 'single mother female lead', 'slice of life', 'police officer female lead', 'first love returns', 'police officer male lead', 'family', 'police patrol division', ""bickering mains' relationship ""]",South Korea,12,"Jul 17, 2023","Aug 22, 2023","['monday', 'tuesday']","['ENA', 'Genie TV', 'Hulu']",60,8.1,3968,1653,1265,15+ - Teens 15 or older,"10,925","['Jeon Hye Jin', 'Choi Soo Young', 'Ahn Jae Wook', 'Park Sung Hoon', 'Kim Hye Eun', 'Seo Ye Hwa']","['TVING', 'Viki']",Not Others,N/A,N/A,N/A
"['romance', 'drama', 'melodrama']","['older woman/younger man', 'age gap [drama life]', 'cold female lead', 'age gap [real life]', 'forbidden love', 'photography', 'smart male lead', 'multiple couples', 'fate', 'freelancer male lead ']",South Korea,16,"Nov 12, 2021","Jan  8, 2022","['friday', 'saturday']","['SBS', 'ViuTV']",60,6.7,7154,8927,581,15+ - Teens 15 or older,"22,182","['Song Hye Kyo', 'Jang Ki Yong', 'Choi Hee Seo', 'Kim Joo Heon', 'Park  Hyo Joo', 'Yoon Na Moo']",['Viki'],"Now, We Are Breaking Up",6.4,"1,546",
"['action', 'thriller', 'mystery', 'drama']","['accountant male lead', 'corruption', 'smart male lead', 'tragic past', 'workplace setting', 'office setting', 'business', 'bromance', 'workplace politics', 'injustice ']",South Korea,12,"Jun 23, 2023","Jul 29, 2023","['friday', 'saturday']",['MBC'],60,7.8,2440,3022,1395,15+ - Teens 15 or older,"9,915","['Kim Myung Soo', 'Choi Jin Hyuk', 'Choi Min Soo', 'Yeonwoo', 'Kim Yoo Ri', 'Lee Sung Yeol']","['Kocowa', 'Viki']",Numbers,7.1,249,
"['historical', 'romance', 'youth', 'drama']","['1980s', '1990s', 'transfer student female lead', 'student male lead', 'school setting', ""childhood friends' relationship"", 'businessman male lead', 'thug supporting character', 'gangster male lead', 'police officer supporting character ']",South Korea,16,"Mar  6, 2023","Apr 25, 2023","['monday', 'tuesday']","['KBS2', 'Viki']",70,7.7,1518,4342,1531,15+ - Teens 15 or older,"9,037","['Jang Dong Yoon', 'Seol In Ah', 'Choo Young Woo', 'Do Sang Woo', 'Hyun Seung Hee', 'Jin Yi Han']","['Viki', 'Wavve']",Oasis,7.2,191,
"['comedy', 'romance', 'sci-fi']","['gynecologist male lead', 'obstetrician male lead', 'astronaut female lead', 'space exploration', 'age gap [real life]', 'doctor male lead', 'perfectionist female lead', 'outer space ']",South Korea,20,N/A,N/A,N/A,['tvN'],N/A,N/A,N/A,37029,2471,15+ - Teens 15 or older,"5,105","['Gong Hyo Jin', 'Lee Min Ho', 'Han Ji Eun', 'Oh Jung Se', 'Kim Joo Heon', 'Lee El']",[],OB & GY,N/A,N/A,N/A
