Genres,Tags,Country,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,drama_name,imdb_rating,imdb_user_count,imdb_description
"['romance', 'youth']","['student female lead', 'student male lead', 'school setting', 'teenager female lead', 'teenager male lead', 'miniseries', 'high school', 'first love', 'love triangle', 'bromance ']",South Korea,8,"May  5, 2023","May 26, 2023",['friday'],['TVING'],35,7.7,1727,4165,1995,15+ - Teens 15 or older,"6,616","['Oh Se Hun', 'Jang Yeo Bin', 'Cho Jun Young', 'Jeon Yeong In', 'Song Jae Rim', 'Jung Eugene']","['TVING', 'Viki']",All That We Loved,N/A,N/A,N/A
"['comedy', 'romance', 'life', 'drama']","['slow burn story', 'divorced male lead', 'divorced female lead', 'love square', 'marriage', 'nice female lead', 'multiple couples', 'nice male lead', 'death', 'adapted from a novel ']",South Korea,16,"Apr  3, 2006","May 23, 2006","['monday', 'tuesday']",['SBS'],63,7.6,514,5219,4566,15+ - Teens 15 or older,"2,195","['Son Ye Jin', 'Kam Woo Sung', 'Gong Hyung Jin', 'Lee  Ha Na ', 'Oh Yoon Ah', 'Jin  Ji Hee']",['Viki'],Alone in Love,8.6,282,
"['adventure', 'life', 'fantasy', 'melodrama']","['cancer', 'dream world', 'mixed live action-animation', 'tearjerker', 'terminal illness', 'adapted from a webtoon', 'web series', 'short length series', 'supportive girlfriend', 'mental illness ']",South Korea,10,"Sep  1, 2020","Nov  3, 2020",['tuesday'],['Daum Kakao TV'],15,8.4,971,766,2866,15+ - Teens 15 or older,"4,263","['Kim Ji Soo', 'Lee Seol', 'Oh Hyun Kyung', 'Yoo Seung Mok', 'Lee Jong Won', 'Shin Joo Hwan']","['Viki', 'Kakao TV']",Amanza,N/A,N/A,N/A
"['romance', 'drama']","['cancer', 'family relationship', 'terminal illness', 'poor male lead', 'divorced female lead', 'soap opera', 'healing', 'infidelity', 'father-son relationship', 'poverty ']",South Korea,120,"Apr 12, 2021","Oct  1, 2021","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],35,7.2,100,54675,10948,15+ - Teens 15 or older,500,"['Choi Jung Yoon', 'Ahn Jae Mo', 'Bae Seul Gi', 'Park Hyung Joon', 'Kim Jong Goo', 'Yoon Mi Ra']","['Viki', 'Kocowa', 'Prime Video']",Amor Fati,N/A,N/A,N/A
"['comedy', 'romance', 'youth', 'melodrama']","['terminal illness', 'transfer student male lead', 'student supporting character', 'student female lead', 'student male lead', 'school setting', 'countryside setting', 'teenager supporting character', 'teenager female lead', 'teenager male lead ']",South Korea,16,"Sep 24, 2017","Jan  7, 2018",['sunday'],['KBS1'],60,7.4,3334,6371,1323,15+ - Teens 15 or older,"10,408","['Kai', 'Lee Ye Hyun', 'Kim Jin Kyung', 'Baek Chul Min', 'Jeon Mi Seon', 'Sung Byung Sook']","['Tubi', 'Viki']",Andante,6.5,251,
"['historical', 'mystery']",['investigation '],South Korea,13,"Oct 28, 2010","Jan 20, 2011",['thursday'],['E-Channel'],60,7.2,9,53874,99999,Not Yet Rated,163,"['Kim Ha Eun', 'Kwon Hae Hyo', 'Yeo Hyun Soo', 'Lee Gi Young', 'Kim Joo Young', 'Kim  Gyu Chul']",[],Ang Shim Jung,N/A,N/A,N/A
"['romance', 'medical', 'melodrama']","['first love', 'male chases female first', 'tearjerker', 'second chance romance', 'death', 'second chance', 'lovers separated', 'time skip', 'doctor male lead', 'death of a father ']",South Korea,20,"Apr  5, 2014","Jun 15, 2014","['saturday', 'sunday']",['SBS'],65,7.5,9198,5438,610,15+ - Teens 15 or older,"21,366","['Gu Hye Seon', 'Lee Sang Yoon', 'Kim Ji Suk', 'Seo Tae Hwa', 'Kim Yeo Jin', 'Kang Ha Neul']","['SBS World', 'Viki', 'Kocowa']",Angel Eyes,7.3,487,
"['romance', 'drama']","['soap opera', 'family ']",South Korea,140,"Apr  2, 2012","Oct 12, 2012","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],N/A,7.4,23,51205,16115,Not Yet Rated,228,"['Choi Jung Yoon', 'Kang Se Jung', 'Jung Sung Woon', 'Yoon Hee Seok', 'Choi Il Hwa', 'Lee Jung Gil']",[],Angel's Choice,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'fantasy']","['nice male lead', 'warm man/cold woman', 'orphan female lead', 'strong female lead', 'opposites attract', 'ballet', 'rich female lead', 'tearjerker', 'male chases female first', 'cohabitation ']",South Korea,32,"May 22, 2019","Jul 11, 2019","['wednesday', 'thursday']",['KBS2'],35,8.4,36089,662,72,15+ - Teens 15 or older,"79,377","['Kim Myung Soo', 'Shin Hye Sun', 'Lee Dong Gun', 'Kim  Bo Mi', 'Woo Hee Jin', 'Gil Eun Hye']","['Viki', 'Kocowa', 'Apple TV', 'KBS World', 'Prime Video', 'iQIYI']",Angel's Last Mission: Love,7.7,"2,824",
"['romance', 'drama', 'melodrama']","['religious female lead', 'immature male lead', 'car accident', 'male chases female first', 'strong female lead', 'lying', 'revenge', 'rich man/poor woman', 'pregnancy', 'neurodevelopmental disorder ']",South Korea,103,"Jan  6, 2014","Jun  2, 2014","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],40,7.3,447,7241,5920,Not Yet Rated,"1,468","['Park Jung Chul', 'Kwon Yool', 'Yoon So Yi', 'Moon Bo Ryung', 'Jung Yi Yeon', 'Gu Jae Yi']",['KBS World'],Angel's Revenge,6.1,29,
"['comedy', 'drama', 'melodrama']","['independent female lead', 'mother-daughter relationship', 'high school', 'corruption', 'strong female lead', 'school bullying', 'double identity', 'sexual harassment', 'sexual assault', 'smart female lead ']",South Korea,16,"Mar 18, 2015","May  7, 2015","['wednesday', 'thursday']",['MBC'],70,8.3,13738,1145,392,15+ - Teens 15 or older,"29,321","['Kim Hee Sun', 'Ji Hyun Woo', 'Kim Yoo Jung', 'Kim Ji Soo', 'Cha Sun Woo', 'Kim Tae Hoon']","['Viki', 'Netflix', 'Kocowa']",Angry Mom,7.5,621,
"['thriller', 'drama']","['miniseries', 'web series', 'suspense', 'antisocial personality disorder', 'antihero male lead', 'ripley syndrome', 'mental illness', 'adapted from a novel ']",South Korea,6,"Jun 24, 2022","Jul  8, 2022",['friday'],N/A,50,7.9,4782,3001,1034,15+ - Teens 15 or older,"13,562","['Bae Suzy', 'Jung Eun Chae', 'Kim Joon Han', 'Park Ye Young', 'Heo Hyung Kyu', 'Kang Shin Chul']",['Prime Video'],Anna,7.5,859,
"['comedy', 'romance', 'melodrama', 'supernatural']","['steamy kiss', 'mistaken identity', 'cold man/warm woman', 'precognition', 'healing', 'love/hate relationship', 'successful male lead', 'hardworking male lead', 'secondary couple', 'female chases male first ']",South Korea,18,"May  2, 2016","Jun 28, 2016","['monday', 'tuesday']",['tvN'],70,8.2,26544,1419,148,15+ - Teens 15 or older,"54,064","['Eric Mun', 'Seo Hyun Jin', 'Jeon Hye Bin', 'Ye Ji Won', 'Kim Ji Suk', 'Lee Jae Yoon']","['Disney+ Hotstar', 'WeTV', 'Netflix', 'Tubi', 'Viki', 'iQIYI']",Another Miss Oh,7.8,"2,205",
"['comedy', 'romance', 'life', 'drama']","['short length series', 'miniseries', 'infidelity', 'web series ']",South Korea,6,"Jan 21, 2021","Feb 25, 2021",['thursday'],['Naver TV Cast'],15,7.4,127,50401,10150,13+ - Teens 13 or older,578,"['Shin Yeon Suh', 'Kang Tae Joo', 'Lee Ka Eun', 'Jang Won Hyuk', 'Jo Han Joon', 'Jung Sang Hoon']",[],Another Peaceful Day of Second-Hand Items,N/A,N/A,N/A
"['romance', 'drama']","['death', 'orphan female lead', 'multiple mains', 'multiple couples', 'antiheroine female lead', 'manipulative female lead', 'evil mother', 'soap opera', 'loneliness', 'revenge ']",South Korea,149,"Oct  6, 2014","May 15, 2015","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],35,7.4,185,6405,9567,15+ - Teens 15 or older,641,"['Park Ha Na', 'Kang Eun Tak', 'Song Won Geun', 'Baek Ok Dam', 'Kim Min Soo', 'Hwang Jung Seo']",[],Apgujeong Midnight Sun,7.7,7,
"['romance', 'drama', 'melodrama']","['first love', 'love triangle ']",South Korea,24,"Apr 21, 2004","Jul  8, 2004","['wednesday', 'thursday']",['KBS2'],65,6.9,33,58461,14310,Not Yet Rated,292,"['Park Soo Ae', 'Lee Jung Jin', 'Jo Han Sun', 'So Yi Hyun', 'Lee Jung Gil', 'Kim Ki Bum']",[],April Kiss,N/A,N/A,N/A
"['historical', 'comedy', 'romance', 'supernatural']","['ghost', 'interspecies romance', 'amnesia', 'joseon dynasty', 'mother-son relationship', 'strong female lead', 'political', 'drama', 'missing person', 'grim reaper supporting character ']",South Korea,20,"Aug 15, 2012","Oct 18, 2012","['wednesday', 'thursday']",['MBC'],65,7.9,12569,2617,411,13+ - Teens 13 or older,"28,203","['Lee Joon Gi', 'Shin Min Ah', 'Yeon Woo Jin', 'Kwon Oh Jung', 'Hwang Bo Ra', 'Han Jung Soo']","['Viki', 'Kocowa']",Arang and the Magistrate,N/A,N/A,N/A
"['comedy', 'romance', 'sci-fi', 'fantasy']","['robot', 'nice male lead', 'artificial intelligence', 'interspecies romance', 'smart male lead', 'identity swap', 'android', 'strong male lead', 'hidden identity', 'cheerful male lead ']",South Korea,36,"Jun  4, 2018","Aug  7, 2018","['monday', 'tuesday']",['KBS2'],35,8.3,29547,1136,101,15+ - Teens 15 or older,"68,196","['Seo Kang Joon', 'Gong Seung Yeon', 'Lee Joon Hyuk', 'Park Hwan Hee', 'Kim Sung Ryung', 'Yoo Oh Sung']","['iQIYI', 'Viki']",Are You Human?,N/A,N/A,N/A
"['mystery', 'drama', 'political']","['boss-employee relationship', 'journalism', 'corruption', 'broadcasting industry', 'contract employee female lead', 'workplace setting', 'mild sexual content', 'death of a wife', 'news presenter female lead', 'news presenter male lead ']",South Korea,8,"Sep  4, 2017","Sep 26, 2017","['monday', 'tuesday']",['tvN'],70,8.0,1825,2143,2643,15+ - Teens 15 or older,"4,748","['Kim  Joo Hyuk', 'Chun Woo Hee', 'Park Won Sang', 'Shin Hyun Bin', 'Park Hee Bon', 'Shim Ji Ho']",['Netflix'],Argon,7.3,315,
"['historical', 'romance', 'fantasy', 'political']","['war', 'power struggle', 'slavery', 'good twin/evil twin', 'strong female lead', 'revenge', 'character development', 'father-daughter relationship', 'strong male lead', 'political intrigue ']",South Korea,6,"Jun 22, 2019","Jul  7, 2019","['saturday', 'sunday']","['Netflix', 'tvN']",81,8.7,12588,206,509,15+ - Teens 15 or older,"24,250","['Song Joong Ki', 'Jang Dong Gun', 'Kim Ji Won', 'Kim Ok Bin', 'Kim Eui Sung', 'Park Hae Joon']",['Netflix'],Arthdal Chronicles,8.3,"5,277",
"['thriller', 'mystery', 'psychological', 'drama']","['broadcasting industry', 'father-in-law - daughter-in-law relationship', 'news presenter male lead', 'foundation director female lead', 'mother-in-law - daughter-in-law relationship', 'married life', 'ambitious female lead', 'popular male lead', 'society', 'conglomerate ']",South Korea,20,"Dec  8, 2021","Feb 10, 2022","['wednesday', 'thursday']",['jTBC'],70,7.2,418,7728,4022,15+ - Teens 15 or older,"2,677","['Park Soo Ae', 'Kim Kang Woo', 'Kim Mi Sook', 'Lee Yi Dam', 'Lee Hak Joo', 'Kim Young Jae']","['Viki', 'TVING']",Artificial City,N/A,N/A,N/A
"['comedy', 'romance', 'sci-fi']","['gynecologist male lead', 'obstetrician male lead', 'astronaut female lead', 'space exploration', 'age gap [real life]', 'doctor male lead', 'perfectionist female lead', 'outer space ']",South Korea,20,N/A,N/A,N/A,['tvN'],N/A,N/A,N/A,37029,2471,15+ - Teens 15 or older,"5,105","['Gong Hyo Jin', 'Lee Min Ho', 'Han Ji Eun', 'Oh Jung Se', 'Kim Joo Heon', 'Lee El']",[],Ask the Stars,N/A,N/A,N/A
"['action', 'romance', 'drama', 'sports']","['motorsport', ""brothers' relationship"", 'car racing ']",South Korea,16,"May 17, 1995","Jul  6, 1995","['wednesday', 'thursday']",['SBS'],60,7.1,18,55583,99999,Not Yet Rated,136,"['Jung Woo Sung', 'Lee Byung Hun', 'Lee Young Ae', 'Kim Soo Mi', 'Jo Min Soo', 'Park In Hwan']",[],Asphalt Man,N/A,N/A,N/A
"['law', 'drama', 'political']","['national assembly', 'nice male lead ']",South Korea,20,"Jul 15, 2015","Sep 17, 2015","['wednesday', 'thursday']",['KBS2'],62,7.6,312,5050,5898,Not Yet Rated,"1,481","['Jung Jae Young', 'Song Yoon Ah', 'Jang Hyun Sung', 'Park Young Gyu', 'Ok Taec Yeon', 'Kim Seo Hyung']","['Kocowa', 'Viki']",Assembly,7.3,35,
"['comedy', 'romance', 'life', 'drama']","['first love', 'high school', 'shy male lead', 'love triangle', 'lying', 'nice male lead', 'hardworking male lead', 'strong female lead', 'coming of age', 'school rivalry ']",South Korea,16,"Jul 22, 2019","Sep 10, 2019","['monday', 'tuesday']","['jTBC', 'Viki']",70,8.0,13097,2082,305,15+ - Teens 15 or older,"35,187","['Ong Seong Wu', 'Kim Hyang Gi ', 'Shin Seung Ho', 'Kang Ki Young', 'Lee Seung Min', 'Kim Do Wan']","['WeTV', 'Netflix', 'Viki']",At Eighteen,N/A,N/A,N/A
"['romance', 'life', 'youth']","['coming of age', 'bromance', 'adapted from a webtoon', 'child abuse', 'clingy male lead', 'depression', 'older woman/younger man', 'abusive parents', 'campus setting', 'anxiety ']",South Korea,12,"Jun 14, 2021","Jul 20, 2021","['monday', 'tuesday']","['iQiyi', 'KBS2', 'Viki']",63,8.3,15047,900,290,15+ - Teens 15 or older,"36,632","['Park Ji Hoon', 'Kang  Min Ah', 'Bae In Hyuk', 'Kwon Eun Bin', 'Choi Jung Woo', 'Woo Da Vi']","['iQIYI', 'Viki', 'Apple TV']","At a Distance, Spring Is Green",7.8,"1,025",
"['drama', 'melodrama']","['fall/autumn setting', 'infidelity', 'sismance', 'love triangle', 'romance', 'friendship ']",South Korea,16,"Sep 21, 2005","Nov 10, 2005","['wednesday', 'thursday']",['MBC'],60,7.1,114,55548,11733,Not Yet Rated,438,"['Kim So Yeon', 'Jung Ryeo Won', 'Oh Ji Ho', 'Lee Chun Hee', 'Han Jin Hee', 'Kim Young Ran']",[],Autumn Shower,7.1,9,
"['comedy', 'life', 'drama']","['revenge', 'sismance', 'strong female lead', 'healing', 'smart male lead', 'mother-son relationship', 'mother-daughter relationship', 'tragic past', 'female centered plot', 'abusive husband ']",South Korea,12,"Oct 11, 2017","Nov 16, 2017","['wednesday', 'thursday']",['tvN'],66,8.5,5656,419,908,15+ - Teens 15 or older,"15,418","['Lee Yo Won', 'Ra Mi Ran', 'Myung Se Bin', 'Lee Jun Young', 'Choi Byung Mo', 'Jang Yong']",[],Avengers Social Club,8.1,221,
"['thriller', 'mystery', 'crime', 'fantasy']","['tragic past', 'psychology', 'eccentric male lead', 'teamwork', 'child abuse', 'hot-tempered female lead', 'trauma', 'strong male lead', 'orphan male lead', 'hidden identity ']",South Korea,16,"Nov 30, 2020","Jan 19, 2021","['monday', 'tuesday']",['tvN'],70,8.2,6513,1158,792,15+ - Teens 15 or older,"17,358","['Namkoong Min', 'Kim Seol Hyun', 'Lee Chung Ah', 'Yoon Sun Woo', 'Yoon Gyung Ho', 'Kim Tae Woo']","['WeTV', 'Netflix', 'iQIYI', 'Viki']",Awaken,7.5,971,
"['mystery', 'business', 'law', 'romance']","['revenge', 'infidelity', 'domestic violence', 'actress female lead', 'detective supporting character', 'reporter supporting character', 'pregnant female lead', 'prosecutor male lead', 'flashback to past', 'attempted assault ']",South Korea,16,"Jan 27, 2019","Mar 24, 2019","['saturday', 'sunday']","['TV Chosun', 'Viki']",60,7.3,773,6751,3498,18+ Restricted (violence & profanity),"3,271","['Park Shi Hoo', 'Jang Hee Jin', 'Kim Ji Hoon', 'Jang Shin Young', 'Kim Hae Sook', 'Kim Jong Goo']",['Viki'],Babel,6.5,62,
"['business', 'comedy', 'romance']","['hidden identity', 'older woman/younger man', 'workplace setting', 'fashion designer female lead', 'fashion industry', 'workplace romance', 'male chases female first', 'clingy male lead ']",South Korea,20,"May  2, 2011","Jul  5, 2011","['monday', 'tuesday']",['KBS2'],65,7.0,4882,8271,1385,15+ - Teens 15 or older,"9,969","['Jang Na Ra', 'Choi Daniel', 'Ryu Jin', 'Kim Min Seo', 'Hong Rok Gi', 'Son Hwa Ryung']",['Kocowa'],Baby Faced Beauty,6.7,115,
"['thriller', 'mystery', 'drama']","['older man/younger woman', 'miniseries', 'infidelity', 'babysitting', 'investigation', 'suspense ']",South Korea,4,"Mar 14, 2016","Mar 22, 2016","['monday', 'tuesday']",['KBS2'],60,7.4,422,6392,6752,Not Yet Rated,"1,194","['Cho Yeo Jung', 'Kim Min Joon', 'Shin Yoon Joo', 'Lee Seung Joon', 'Kil Hae Yeon', 'Lee Won Jong']","['Kocowa', 'Viki']",Babysitter,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'melodrama']","[""childhood friends' relationship"", 'rich woman/poor man', 'nice male lead', 'based on true story', 'friendship ']",South Korea,24,"Dec 21, 2011","Mar  8, 2012","['wednesday', 'thursday']",['Channel A'],70,6.9,2112,8528,2110,13+ - Teens 13 or older,"6,151","['Ji Chang Wook', 'Wang Ji Hye', 'Kim Young Kwang', 'Park Soo Jin', 'Song Ji Hyuk', 'Sung Ha']",[],Bachelor's Vegetable Store,7.7,93,
"['action', 'business', 'comedy', 'romance']","['hardworking female lead', 'badass female lead', 'boss-employee relationship', 'female chases male first', 'nice female lead', 'adapted from a webtoon', 'strong female lead', 'misunderstanding', 'slow burn romance', 'clumsy male lead ']",South Korea,16,"Jun 19, 2020","Aug  8, 2020","['friday', 'saturday']","['iQiyi', 'SBS']",70,7.6,22860,4567,177,15+ - Teens 15 or older,"49,190","['Ji Chang Wook', 'Kim Yoo Jung', 'Han Sun Hwa', 'Do Sang Woo', 'Ahn Sol Bin', 'Kim Min Gue']","['Viki', 'Netflix', 'iQIYI']",Backstreet Rookie,7.5,"3,872",
"['action', 'thriller', 'mystery', 'comedy']","['injustice', 'corruption', 'investigation', 'eccentric male lead', 'strong male lead', 'strong female lead', 'slight romance', 'antihero male lead', 'police officer male lead', 'bromance ']",South Korea,12,"Dec 17, 2021","Jan 28, 2022","['friday', 'saturday']","['iQiyi', 'tvN']",70,8.5,20044,442,168,15+ - Teens 15 or older,"50,373","['Lee Dong Wook', 'Wi Ha Joon', 'Han Ji Eun', 'Cha Hak Yeon', 'Sung Ji Ru', 'Cha Shi Won']","['iQIYI', 'Netflix', 'Prime Video', 'TVING']",Bad and Crazy,8,"3,559",
"['action', 'mystery', 'crime', 'political']","['prosecutor male lead', 'scheme', 'teamwork', 'strong male lead', 'power struggle', 'smart male lead', 'street fight', 'corruption', 'gang', 'revenge ']",South Korea,16,"Dec 16, 2017","Feb  4, 2018","['saturday', 'sunday']",['OCN'],65,7.6,2105,4440,1680,15+ - Teens 15 or older,"8,077","['Yang Ik Jun', 'Park Joong Hoon', 'Joo Jin Mo', 'Kim Mu Yeol', 'Kim Ji Soo', 'Choi Gwi Hwa']","['K-DRAMA', 'Netflix']",Bad Guy,N/A,N/A,N/A
"['action', 'thriller', 'psychological', 'crime']","['murder', 'teamwork', 'strong male lead', 'smart male lead', 'skilled killer', 'violence', 'death', 'revenge', 'detective male lead', 'bromance ']",South Korea,11,"Oct  4, 2014","Dec 13, 2014",['saturday'],['OCN'],65,8.5,13905,478,335,18+ Restricted (violence & profanity),"33,357","['Kim Sang Joong', 'Park Hae Jin', 'Jo Dong Hyuk', 'Ma Dong Seok', 'Kang Ye Won', 'Kang Shin Il']",['Tubi'],Bad Guys,7.8,"1,785",
"['action', 'mystery', 'crime', 'political']","['prosecutor male lead', 'scheme', 'teamwork', 'strong male lead', 'power struggle', 'smart male lead', 'street fight', 'corruption', 'gang', 'revenge ']",South Korea,16,"Dec 16, 2017","Feb  4, 2018","['saturday', 'sunday']",['OCN'],65,7.6,2105,4440,1680,15+ - Teens 15 or older,"8,077","['Yang Ik Jun', 'Park Joong Hoon', 'Joo Jin Mo', 'Kim Mu Yeol', 'Kim Ji Soo', 'Choi Gwi Hwa']","['K-DRAMA', 'Netflix']",Bad Guys 2,N/A,N/A,N/A
"['comedy', 'romance', 'drama']","['househusband male lead', 'stay at home dad ']",South Korea,18,"Mar 21, 2005","May 17, 2005","['monday', 'tuesday']",['SBS'],70,6.8,69,58623,14082,15+ - Teens 15 or older,301,"['Son Chang Min', 'Shin Ae Ra', 'Lee Young Yoo', 'Jo Yeon Woo', 'Fueki Yuko', 'Yeo Woon Kye']",[],Bad Housewife,7.7,9,
"['adventure', 'romance', 'drama', 'sports']","['boxing', 'marriage crisis', ""childhood friends' relationship"", 'morally ambiguous male lead', 'childhood crush', 'mad dog', 'car accident', 'impulsive male lead', 'benevolent father', 'secret crush ']",South Korea,32,"Oct  1, 2018","Nov 27, 2018","['monday', 'tuesday']",['MBC'],35,7.7,954,4239,3487,13+ - Teens 13 or older,"3,285","['Jang Hyuk', 'Son Yeo Eun', 'Shin Eun Soo', 'Ha Joon', 'Kim Jae Kyung', 'David Lee']",['Kocowa'],Bad Papa,7.2,142,
"['action', 'mystery', 'comedy', 'law']","['prosecutor female lead', 'prosecutor male lead', 'corrupt legal system', 'street fight', 'corruption', 'investigation', 'investigator supporting character', 'hacker supporting character', 'secretary supporting character', 'criminal supporting character ']",South Korea,12,"Oct  5, 2022","Nov 10, 2022","['wednesday', 'thursday']",['KBS2'],61,8.2,4271,1354,1069,15+ - Teens 15 or older,"13,107","['Doh Kyung Soo', 'Lee Se Hee', 'Ha Joon', 'Joo Bo Young', 'Lee Si Eon', 'Kim  Sang Ho']","['Viki', 'Kocowa', 'Wavve']",Bad Prosecutor,7.5,998,
"['thriller', 'comedy', 'law', 'romance']","['corruption', 'thief male lead', 'police officer female lead', 'lawyer supporting character', ""brothers' relationship"", 'family relationship', 'crime', 'suspense ']",South Korea,50,"May 13, 2017","Nov  5, 2017","['saturday', 'sunday']",['MBC'],75,7.6,1245,4857,2314,15+ - Teens 15 or older,"5,518","['Ji Hyun Woo', 'Seo Hyun', 'Kim Ji Hoon', 'Im Ju Eun', 'Ahn Kil Kang', 'Jung Kyung Soon']",['Kocowa'],"Bad Thief, Good Thief",8.2,101,
